EXPECTED_CATEGORY,MENU_ITEM,DETECTED_CARD_TITLE,NUTRITION_INFO_STATUS,NUTRITION_MISMATCH,NUTRITION_SCREENSHOT
Beverages,"Orange, Apple, or Grapefruit Juice (Glass)",,NOT_FOUND,,
Beverages,Orange Juice (Half Carafe),,NOT_FOUND,,
Beverages,Orange Juice (Carafe),,NOT_FOUND,,
Beverages,Apple Juice (Glass),,NOT_FOUND,,
Beverages,Apple Juice (Half Carafe),,NOT_FOUND,,
Beverages,Apple Juice (Carafe),,NOT_FOUND,,
Beverages,Grapefruit Juice (Glass),,NOT_FOUND,,
Beverages,Grapefruit Juice (Half Carafe),,NOT_FOUND,,
Beverages,Grapefruit Juice (Carafe),,NOT_FOUND,,
Beverages,Lemonade (Glass),,NOT_FOUND,,
Beverages,Lemonade (Half Carafe),,NOT_FOUND,,
Beverages,Lemonade (Carafe),,NOT_FOUND,,
Beverages,Pomegranate Juice (Glass),,NOT_FOUND,,
Beverages,Pomegranate Juice (Half Carafe),,NOT_FOUND,,
Beverages,Pomegranate Juice (Carafe),,NOT_FOUND,,
Beverages,Cranberry Juice (Glass),,NOT_FOUND,,
Beverages,Champagne Bottle,,NOT_FOUND,,
Beverages,Champagne Glass (12 oz),,NOT_FOUND,,
Beverages,Mimosa,,NOT_FOUND,,
Beverages,Hibiscus Mimosa,,NOT_FOUND,,
Beverages,Pomegranate Mimosa,,NOT_FOUND,,
Beverages,Mimosa Flight,,NOT_FOUND,,
Beverages,Heineken Beer,,NOT_FOUND,,
Beverages,Bud Light Beer,,NOT_FOUND,,
Beverages,Budweiser Beer,,NOT_FOUND,,
Beverages,Corona Beer,,NOT_FOUND,,
Beverages,Pacifico Beer,,NOT_FOUND,,
Beverages,BYC Bloody Mary,,NOT_FOUND,,
Beverages,Bloody Caesar,,NOT_FOUND,,
Beverages,Bloody Maria,,NOT_FOUND,,
Beverages,Red Snapper,,NOT_FOUND,,
Beverages,Bloody Mary Flight,,NOT_FOUND,,
Beverages,Hot Tea,,NOT_FOUND,,
Beverages,Hot Cocoa,HOT COCOA (8 FL OZ),VARIANT_MISMATCH,Calories: INPUT=310 | UAT=240 || Calories from Fat: INPUT=100 | UAT=35 || Total Fat (g): INPUT=11 | UAT=4 || Sat Fat (g): INPUT=7 | UAT=3 || Cholest. (mg): INPUT=20 | UAT=0 || Sodium (mg): INPUT=170 | UAT=220 || Carbs (g): INPUT=48 | UAT=49 || Dietary Fiber (g): INPUT=1 | UAT=0 || Sugar (g): INPUT=42 | UAT=43 || Protein (g): INPUT=1 | UAT=0,./output/nutrition-info/screenshots/nutrition/Hot_Cocoa_nutrition.png
Beverages,Milk 2%,,NOT_FOUND,,
Beverages,Pepsi,,NOT_FOUND,,
Beverages,Diet Pepsi,,NOT_FOUND,,
Beverages,Dr. Pepper,,NOT_FOUND,,
Beverages,Sierra Mist,,NOT_FOUND,,
Beverages,Brisk Raspberry Iced Tea,,NOT_FOUND,,
Beverages,Mountain Dew,,NOT_FOUND,,
Beverages,Unsweetened Iced Tea,,NOT_FOUND,,
Beverages,Arnold Palmer Iced Tea,,NOT_FOUND,,
Beverages,Strawberry Banana Smoothie,,NOT_FOUND,,
Beverages,Blueberry Banana Smoothie,,NOT_FOUND,,
Coffee Bar,Coffee,COFFEE,MATCH,,./output/nutrition-info/screenshots/nutrition/Coffee_nutrition.png
Coffee Bar,Cold Brew,COLD BREW,MATCH,,./output/nutrition-info/screenshots/nutrition/Cold_Brew_nutrition.png
Coffee Bar,Espresso,ESPRESSO,MATCH,,./output/nutrition-info/screenshots/nutrition/Espresso_nutrition.png
Coffee Bar,Espresso Shot,ESPRESSO,VARIANT_MATCH,,./output/nutrition-info/screenshots/nutrition/Espresso_Shot_nutrition.png
Coffee Bar,Cappuccino (Hot/Iced),CAPPUCCINO (HOT/ICED),MATCH,,./output/nutrition-info/screenshots/nutrition/Cappuccino_Hot_Iced_nutrition.png
Coffee Bar,Caffe Latte (Hot/Iced),CAFFE LATTE (HOT/ICED),MATCH,,./output/nutrition-info/screenshots/nutrition/Caffe_Latte_Hot_Iced_nutrition.png
Coffee Bar,Mocha Latte (Hot/Iced),MOCHA LATTE (HOT/ICED),MATCH,,./output/nutrition-info/screenshots/nutrition/Mocha_Latte_Hot_Iced_nutrition.png
Coffee Bar,Messy Caramel Latte (Hot/Iced),MESSY CARAMEL LATTE (HOT/ICED),MATCH,,./output/nutrition-info/screenshots/nutrition/Messy_Caramel_Latte_Hot_Iced_nutrition.png
Coffee Bar,Vanilla Syrup,VANILLA SYRUP,MATCH,,./output/nutrition-info/screenshots/nutrition/Vanilla_Syrup_nutrition.png
Coffee Bar,Vanilla Syrup (Sugar Free),VANILLA SYRUP,VARIANT_MISMATCH,Calories: INPUT=0 | UAT=80 || Sodium (mg): INPUT=0 | UAT=45 || Carbs (g): INPUT=0 | UAT=20 || Sugar (g): INPUT=0 | UAT=20,./output/nutrition-info/screenshots/nutrition/Vanilla_Syrup_Sugar_Free_nutrition.png
Coffee Bar,Caramel Syrup,CARAMEL SYRUP,MATCH,,./output/nutrition-info/screenshots/nutrition/Caramel_Syrup_nutrition.png
Coffee Bar,Caramel Syrup (Sugar Free),CARAMEL SYRUP,VARIANT_MISMATCH,Calories: INPUT=0 | UAT=80 || Sodium (mg): INPUT=0 | UAT=15 || Carbs (g): INPUT=1 | UAT=20 || Sugar (g): INPUT=0 | UAT=19,./output/nutrition-info/screenshots/nutrition/Caramel_Syrup_Sugar_Free_nutrition.png
Coffee Bar,Hazelnut Syrup,HAZELNUT SYRUP,MATCH,,./output/nutrition-info/screenshots/nutrition/Hazelnut_Syrup_nutrition.png
Coffee Bar,Hazelnut Syrup (Sugar Free),HAZELNUT SYRUP,VARIANT_MISMATCH,Calories: INPUT=0 | UAT=80 || Carbs (g): INPUT=0 | UAT=19 || Sugar (g): INPUT=0 | UAT=19,./output/nutrition-info/screenshots/nutrition/Hazelnut_Syrup_Sugar_Free_nutrition.png
Coffee Bar,Matcha Latte,MATCHA LATTE,MATCH,,./output/nutrition-info/screenshots/nutrition/Matcha_Latte_nutrition.png
Coffee Bar,Chai Latte,CHAI LATTE,MATCH,,./output/nutrition-info/screenshots/nutrition/Chai_Latte_nutrition.png
Sides,Just Eggs - Scrambled or Fried,JUST EGGS - SCRAMBLED OR FRIED,MATCH,,./output/nutrition-info/screenshots/nutrition/Just_Eggs_Scrambled_or_Fried_nutrition.png
Sides,Just Eggs - Boiled or Poached,JUST EGGS - BOILED OR POACHED,MATCH,,./output/nutrition-info/screenshots/nutrition/Just_Eggs_Boiled_or_Poached_nutrition.png
Sides,Egg Whites (2),EGG WHITES (2),MATCH,,./output/nutrition-info/screenshots/nutrition/Egg_Whites_2_nutrition.png
Sides,Bacon (3),BACON (3),MATCH,,./output/nutrition-info/screenshots/nutrition/Bacon_3_nutrition.png
Sides,Turkey Bacon (3),BACON (3),VARIANT_MISMATCH,Calories: INPUT=150 | UAT=90 || Calories from Fat: INPUT=80 | UAT=70 || Total Fat (g): INPUT=9 | UAT=8 || Cholest. (mg): INPUT=75 | UAT=15 || Sodium (mg): INPUT=720 | UAT=200 || Protein (g): INPUT=15 | UAT=3,./output/nutrition-info/screenshots/nutrition/Turkey_Bacon_3_nutrition.png
Sides,Applewood Smoked Bacon (3),BACON (3),VARIANT_MISMATCH,Calories from Fat: INPUT=80 | UAT=70 || Total Fat (g): INPUT=9 | UAT=8,./output/nutrition-info/screenshots/nutrition/Applewood_Smoked_Bacon_3_nutrition.png
Sides,Canadian Bacon,CANADIAN BACON,MATCH,,./output/nutrition-info/screenshots/nutrition/Canadian_Bacon_nutrition.png
Sides,Pork Sausage Link (3),PORK SAUSAGE LINK (3),MATCH,,./output/nutrition-info/screenshots/nutrition/Pork_Sausage_Link_3_nutrition.png
Sides,Pork Sausage Patty (2),PORK SAUSAGE PATTY (2),MATCH,,./output/nutrition-info/screenshots/nutrition/Pork_Sausage_Patty_2_nutrition.png
Sides,Turkey Patty Sausage (2),TURKEY PATTY SAUSAGE (2),MATCH,,./output/nutrition-info/screenshots/nutrition/Turkey_Patty_Sausage_2_nutrition.png
Sides,Smoked Ham,SMOKED HAM,MATCH,,./output/nutrition-info/screenshots/nutrition/Smoked_Ham_nutrition.png
Sides,Beef Patty,BEEF PATTY,MATCH,,./output/nutrition-info/screenshots/nutrition/Beef_Patty_nutrition.png
Sides,Corned Beef Hash,CORNED BEEF HASH,MATCH,,./output/nutrition-info/screenshots/nutrition/Corned_Beef_Hash_nutrition.png
Sides,Chicken (4 oz),CHICKEN (4 OZ),MATCH,,./output/nutrition-info/screenshots/nutrition/Chicken_4_oz_nutrition.png
Sides,Corn Tortillas (3),CORN TORTILLAS (3),MATCH,,./output/nutrition-info/screenshots/nutrition/Corn_Tortillas_3_nutrition.png
Sides,Flour Tortillas (3),FLOUR TORTILLAS (3),MATCH,,./output/nutrition-info/screenshots/nutrition/Flour_Tortillas_3_nutrition.png
Sides,Mexican Rice,MEXICAN RICE,MATCH,,./output/nutrition-info/screenshots/nutrition/Mexican_Rice_nutrition.png
Sides,Refried Beans,REFRIED BEANS,MATCH,,./output/nutrition-info/screenshots/nutrition/Refried_Beans_nutrition.png
Sides,Black Beans,BLACK BEANS,MATCH,,./output/nutrition-info/screenshots/nutrition/Black_Beans_nutrition.png
Sides,White Toast,WHITE TOAST,MATCH,,./output/nutrition-info/screenshots/nutrition/White_Toast_nutrition.png
Sides,Rye Toast,RYE TOAST,MATCH,,./output/nutrition-info/screenshots/nutrition/Rye_Toast_nutrition.png
Sides,Wheat Toast,WHEAT TOAST,MATCH,,./output/nutrition-info/screenshots/nutrition/Wheat_Toast_nutrition.png
Sides,Sourdough Toast,SOURDOUGH TOAST,MATCH,,./output/nutrition-info/screenshots/nutrition/Sourdough_Toast_nutrition.png
Sides,Fresh Fruit,FRESH FRUIT,MATCH,,./output/nutrition-info/screenshots/nutrition/Fresh_Fruit_nutrition.png
Sides,Home Fries,HOME FRIES,MATCH,,./output/nutrition-info/screenshots/nutrition/Home_Fries_nutrition.png
Sides,Hash Browns,HASH BROWNS,MATCH,,./output/nutrition-info/screenshots/nutrition/Hash_Browns_nutrition.png
Sides,French Fries,FRENCH FRIES,MATCH,,./output/nutrition-info/screenshots/nutrition/French_Fries_nutrition.png
Sides,Sweet Potato Fries,SWEET POTATO FRIES,MATCH,,./output/nutrition-info/screenshots/nutrition/Sweet_Potato_Fries_nutrition.png
Sides,Buttermilk Pancake (1),BUTTERMILK PANCAKE (1),MATCH,,./output/nutrition-info/screenshots/nutrition/Buttermilk_Pancake_1_nutrition.png
Sides,Banana Pancake (1),BANANA PANCAKE (1),MATCH,,./output/nutrition-info/screenshots/nutrition/Banana_Pancake_1_nutrition.png
Sides,Blueberry Pancake (1),BLUEBERRY PANCAKE (1),MATCH,,./output/nutrition-info/screenshots/nutrition/Blueberry_Pancake_1_nutrition.png
Sides,Chocolate Chip Flavored Pancake (1),CHOCOLATE CHIP FLAVORED PANCAKE (1),MATCH,,./output/nutrition-info/screenshots/nutrition/Chocolate_Chip_Flavored_Pancake_1_nutrition.png
Sides,Cinnacake (1),CINNACAKE (1),MATCH,,./output/nutrition-info/screenshots/nutrition/Cinnacake_1_nutrition.png
Sides,Honey Wheat Pancake (1),HONEY WHEAT PANCAKE (1),MATCH,,./output/nutrition-info/screenshots/nutrition/Honey_Wheat_Pancake_1_nutrition.png
Sides,Gluten Free Pancake (1),GLUTEN FREE PANCAKE (1),MATCH,,./output/nutrition-info/screenshots/nutrition/Gluten_Free_Pancake_1_nutrition.png
Sides,French Toast (1),FRENCH TOAST (1),MATCH,,./output/nutrition-info/screenshots/nutrition/French_Toast_1_nutrition.png
Sides,English Muffin,ENGLISH MUFFIN,MATCH,,./output/nutrition-info/screenshots/nutrition/English_Muffin_nutrition.png
Sides,Blueberry Muffin,BLUEBERRY MUFFIN,MATCH,,./output/nutrition-info/screenshots/nutrition/Blueberry_Muffin_nutrition.png
Sides,Biscuit,BISCUIT,MATCH,,./output/nutrition-info/screenshots/nutrition/Biscuit_nutrition.png
Sides,Avocado (1/2),AVOCADO (1/2),MATCH,,./output/nutrition-info/screenshots/nutrition/Avocado_1_2_nutrition.png
Sides,Onion Rings (Unseasoned),ONION RINGS (UNSEASONED),MATCH,,./output/nutrition-info/screenshots/nutrition/Onion_Rings_Unseasoned_nutrition.png
Sides,Butter (2 oz),BUTTER (2 OZ),MATCH,,./output/nutrition-info/screenshots/nutrition/Butter_2_oz_nutrition.png
Sides,Balsamic Dressing (2 oz),BALSAMIC DRESSING (2 OZ),MATCH,,./output/nutrition-info/screenshots/nutrition/Balsamic_Dressing_2_oz_nutrition.png
Sides,Blue Cheese Dressing (2 oz),BLUE CHEESE DRESSING (2 OZ),MATCH,,./output/nutrition-info/screenshots/nutrition/Blue_Cheese_Dressing_2_oz_nutrition.png
Sides,Caesar Dressing (2 oz),CAESAR DRESSING (2 OZ),MATCH,,./output/nutrition-info/screenshots/nutrition/Caesar_Dressing_2_oz_nutrition.png
Sides,Honey Mustard Dressing (2 oz),HONEY MUSTARD DRESSING (2 OZ),MATCH,,./output/nutrition-info/screenshots/nutrition/Honey_Mustard_Dressing_2_oz_nutrition.png
Sides,Ranch Dressing (2 oz),RANCH DRESSING (2 OZ),MATCH,,./output/nutrition-info/screenshots/nutrition/Ranch_Dressing_2_oz_nutrition.png
Sides,Raspberry Vinaigrette (2 oz),RASPBERRY VINAIGRETTE (2 OZ),MATCH,,./output/nutrition-info/screenshots/nutrition/Raspberry_Vinaigrette_2_oz_nutrition.png
Sides,Thousand Island Dressing (2 oz),THOUSAND ISLAND DRESSING (2 OZ),MATCH,,./output/nutrition-info/screenshots/nutrition/Thousand_Island_Dressing_2_oz_nutrition.png
Kid's Menu,Pancake,PANCAKE,MATCH,,./output/nutrition-info/screenshots/nutrition/Pancake_nutrition.png
Kid's Menu,Fresh Toast Sticks,FRESH TOAST STICKS,MATCH,,./output/nutrition-info/screenshots/nutrition/Fresh_Toast_Sticks_nutrition.png
Kid's Menu,Chicken Strips,CHICKEN STRIPS,MATCH,,./output/nutrition-info/screenshots/nutrition/Chicken_Strips_nutrition.png
Kid's Menu,Cheeseburger,CHEESEBURGER,MATCH,,./output/nutrition-info/screenshots/nutrition/Cheeseburger_nutrition.png
Kid's Menu,Sweet Potato Fries,SWEET POTATO FRIES,MATCH,,./output/nutrition-info/screenshots/nutrition/Sweet_Potato_Fries_nutrition.png
Kid's Menu,Scrambled Egg,SCRAMBLED EGG,MATCH,,./output/nutrition-info/screenshots/nutrition/Scrambled_Egg_nutrition.png
Kid's Menu,Sausage,SAUSAGE,MATCH,,./output/nutrition-info/screenshots/nutrition/Sausage_nutrition.png
Kid's Menu,Jr Yogurt Parfait,JR YOGURT PARFAIT,MATCH,,./output/nutrition-info/screenshots/nutrition/Jr_Yogurt_Parfait_nutrition.png
Kid's Menu,Fruit,FRUIT,MATCH,,./output/nutrition-info/screenshots/nutrition/Fruit_nutrition.png
Kid's Menu,French Fries,FRENCH FRIES,MATCH,,./output/nutrition-info/screenshots/nutrition/French_Fries_nutrition.png
Kid's Menu,Bacon,BACON,MATCH,,./output/nutrition-info/screenshots/nutrition/Bacon_nutrition.png
Kid's Menu,Orange Juice,ORANGE JUICE,MATCH,,./output/nutrition-info/screenshots/nutrition/Orange_Juice_nutrition.png
Kid's Menu,Milk 2%,MILK 2%,MATCH,,./output/nutrition-info/screenshots/nutrition/Milk_2_nutrition.png
Kid's Menu,Lemonade,LEMONADE,MATCH,,./output/nutrition-info/screenshots/nutrition/Lemonade_nutrition.png
Kid's Menu,Jr Strawberry Banana Smoothie,JR STRAWBERRY BANANA SMOOTHIE,MATCH,,./output/nutrition-info/screenshots/nutrition/Jr_Strawberry_Banana_Smoothie_nutrition.png
Kid's Menu,Jr Blueberry Banana Smoothie,JR BLUEBERRY BANANA SMOOTHIE,MATCH,,./output/nutrition-info/screenshots/nutrition/Jr_Blueberry_Banana_Smoothie_nutrition.png
Kid's Menu,Apple Juice,APPLE JUICE,MATCH,,./output/nutrition-info/screenshots/nutrition/Apple_Juice_nutrition.png
Kids Menu,Chicken Strips (2),CHICKEN STRIPS,VARIANT_MATCH,,./output/nutrition-info/screenshots/nutrition/Chicken_Strips_2_nutrition.png
Kids Menu,FRENCH TOAST STICKS,,NOT_FOUND,,
Kids Menu,Pancake,PANCAKE,MATCH,,./output/nutrition-info/screenshots/nutrition/Pancake_nutrition.png
Kids Menu,1/2 Grilled Cheese,GRILLED CHEESE,VARIANT_MATCH,,./output/nutrition-info/screenshots/nutrition/1_2_Grilled_Cheese_nutrition.png
Kids Menu,Cheeseburger,CHEESEBURGER,MATCH,,./output/nutrition-info/screenshots/nutrition/Cheeseburger_nutrition.png
Kids Menu,Eggs (Any Style),,NOT_FOUND,,
Beverages,Bellini,,NOT_FOUND,,
Beverages,Pineapple Matcha Latte,,NOT_FOUND,,
Beverages,Matcha Green Tea Latte,,NOT_FOUND,,
Beverages,BYC Bloody Maria,,NOT_FOUND,,
Beverages,Tropical Flight,,NOT_FOUND,,
Beverages,Red Bull (8oz. Can),,NOT_FOUND,,
Beverages,Red Bull Razz-Berry Rush,,NOT_FOUND,,
Cocktails,Dreamsicle,,NOT_FOUND,,
Cocktails,Dreamsicle,,NOT_FOUND,,
Cocktails,Pucker Up Lemonade,,NOT_FOUND,,
Cocktails,Pucker Up Lemonade,,NOT_FOUND,,
Cocktails,Pomegranate Sunrise,,NOT_FOUND,,
Cocktails,Pomegranate Sunrise,,NOT_FOUND,,
Beverages,Bucket o' Bubbles,,NOT_FOUND,,
Beverages,Bucket o' Bubbles,,NOT_FOUND,,
Beverages,RedBull Mosa,,NOT_FOUND,,
Beverages,Redbull Watermelon Margarita,,NOT_FOUND,,
Cocktails,Espresso Martini,,NOT_FOUND,,
Cocktails,Espresso Martini,,NOT_FOUND,,
Beverages,Just the Bubbles,,NOT_FOUND,,
Beverages,Just the Bubbles,,NOT_FOUND,,
Catering,Gallon Orange Juice,,NOT_FOUND,,
Catering,Hot Chocolate,,NOT_FOUND,,
Catering,Coffee Tower,,NOT_FOUND,,
Gallon Orange Juice,BROKEN YOLK - Catering: Orange Juice (8 fl oz),,NOT_FOUND,,
Hot Chocolate Traveler,BROKEN YOLK - Catering: Hot Cocoa (8 fl oz),,NOT_FOUND,,
